little st-julien-le-pauvre , a jewel of early gothic architecture date from between 1165 and 1220 , host recital of chamber and religious music .with its waft incense and mass say in greek or arabic -lrb- the church belong to the Melchite sect of the greek Orthodox Church -rrb- , St-Julien be not out of place in a area pack with Middle Eastern restaurant .just across rue st-jacques stand the exquisite 13th - to 15th-century Flamboyant gothic church of St-Séverin , in which Dante be say to have pray and saint-saëns ask to be make honorary organist .	brick fire on the spot be the valley 's main building material .
next to the castle be the impressive gothic sé velha -lrb- old cathedral -rrb- of Silves , build by the liberating Crusaders , some of whom be bury within , in the 13th century .the remains of a moorish mosque be hide behind the altar .opposite the sé be the 16th-century Igreja da Misericórdia , with a classic manueline-style side door .	during the crusade , Portuguese Crusaders often raze mosque and build church on top , as be the case for Sé Velha of Silves , which feature a Moor mosque hide behind its altar .
Manzanillo initially draw the interest of international visitor for its excellent fishing .a important annual fishing tournament prompt the construction of modest hotel and condo .in the 1970 , the development , along with the new airport , of the Club Maeva and Las Hadas resort , with they striking moorish design , begin to bring in a steady flow of tourist .then the movie ten , star Bo Derek and Dudley Moore and film in Las Hadas , put Manzanillo squarely in the spotlight .	nearby , on Calle Pío Rosado , the Museo Emilio Bacardí have wide-ranging art , archaeological , and more recent historical collection -lrb- include a small , grotesque collection of mummy -rrb- .
alongside a landmark water tower be a good open-air theatre which present concert , opera , and ballet performance in the summer .nearby be the ruin of a 13th-century Dominican Convent that be found by King Béla iv .here he enrol he 11-year-old daughter , Margit , in fulfilment of a vow he have make should he live to survive the Mongol invasion .Princess -lrb- and later saint -rrb- Margit stay on the island for the rest of she life ; it be subsequently name after she .she burial place be mark by a marble plaque .	follow a Mongol invasion , King Belá IV make good on he vow to have he daughter Margit join a convent if he survive , on whose island grounds she remain for the rest of she life , ultimately become Saint Margit and have the convent 's island name after she .
most beach protect from the open ocean have rowboat , canoe , or pedalo for rent by the hour .experience sailor in search of a more seaworthy craft should ask at the local yacht harbor .in the Algarve , dinghy and sailing instruction be available at Praia de Luz , Quinta do Lago , and Portimão .for bigger craft try the marina at Vilamoura or the Carvoeiro Club .Boat cruise be available in virtually every settlement along the Algarve .	Boat cruise offer a care free way to enjoy the Algarve coast of Portugal , though rowboat and canoe be available for the adventurous who want to explore the harbor up close .
shaolin offer one more treat for the more adventurous .it be located at the foot of the western range of the Songshan mountain , part of the mountain cluster that be traditionally regard as the Central Mountain at the center of the chinese empire .a gondola now whisk visitor to the top , where hike trail be abundant and view of the shaolin complex and the vast desert plain of Henan be impressive .on the far side of the range , sheer wall of stone 300 m -lrb- 1,000 ft -rrb- high tower over the plain , where a series of catwalk and carve footpath wander through old temple and pavilion into the silence and emptiness beyond .	visitor may ride a gondola to the mountain top with its extended hike trail and unparalleled view of the desert and the shaolin complex .
Lake Voulisméni be connect to the sea by a artificial channel .across the road bridge at its mouth be the main tourist office , and beyond be the harbor and port .Sea breeze here often make this stroll cooler than around the lake .from the port you can take caïque -lrb- small colorful wooden boat -rrb- trip to nearby attraction , most notably Spinalónga Island .	a short walk west along the waterfront bring you to the remains of the Dominican Monastery of Áyios Pétros -lrb- St. Peter -rrb- , which be in the process of renovation , and beyond that be the historical museum of Crete , house in a remarkable building -- part venetian mansion and part modern glass edifice .
the Nanjing Museum -lrb- Nanjing Bowuguan -rrb- , found in 1933 , be located inside Zhongshan Gate , the main eastern portal of the city wall .among art and artifact from prehistoric time to the end of the empire , the museum display colorful ancient pottery , elegant figurine , and a famous jade burial suit 2,000 year old .	Boxwood , mahogany , or bamboo screen , chair , and chest with elaborately carve design re-create the atmosphere of old China .
watch the birdie -lrb- and the dolphin -rrb- .there be several animal/bird park in the island , Tenerife 's Loro Park , Gran Canaria 's Palmitos Park , or Lanzarote 's Guinate Tropical Park be all describe in the where to go section of this guide .other include the Parque Las Aguilas , Los Cristianos , Arona -lrb- Tenerife -rrb- , which as the name imply , have a eagle show , all kind of other bird and animal , and the new jungleraid where kid of all age can work they way through all kind of obstacle .	older child be sure to be fascinate by the Guanche skull , skeleton , and mummy keep at both the Museo Canario in Las Palmas and the Museo Arqueológico at Santa Cruz on Tenerife .
there be plenty of possibility for excursion in the vicinity of Guardalavaca .to the west be Bahía de Bariay , which have a monument claim Columbus 's landing -lrb- a fact contest chiefly by Baracoa , farther east -rrb- .beyond the bay be Gibara -lrb- 27 km/17 mile north of Holguín -rrb- , a captivating if sleepy little port town .you can take a boat trip into the middle of Bahía de Naranjo to a simple aquarium , where you can swim with the dolphin .	the 750,000-volume collection be amazing , but so too be the interior of the 1849 building , which be exquisitely furnished with antique , bust of Benjamin Franklin , Daniel Webster , and other , and several painting by John Singer Sargent and Gilbert Stuart .
